@relation soybean

@attribute date {april, may, june, july, august, september, october}
@attribute plant_stand {normal, lt_normal}
@attribute precip {lt_norm, norm, gt_norm}
@attribute temp {lt_norm, norm, gt_norm}
@attribute hail {yes, no}
@attribute crop_hist {diff_lst_year, same_lst_yr, same_lst_two_yrs, same_lst_sev_yrs}
@attribute area_damaged {scattered, low_areas, upper_areas, whole_field}
@attribute severity {minor, pot_severe, severe}
@attribute seed_tmt {none, fungicide, other}
@attribute germination {p90_100, p80_89, lt_80}
@attribute plant_growth {norm, abnorm}
@attribute leaves {norm, abnorm}
@attribute leafspots_halo {absent, yellow_halos, no_yellow_halos}
@attribute leafspots_marg {w_s_marg, no_w_s_marg, dna}
@attribute leafspot_size {lt_1_8, gt_1_8, dna}
@attribute leaf_shread {absent, present}
@attribute leaf_malf {absent, present}
@attribute leaf_mild {absent, upper_surf, lower_surf}
@attribute stem {norm, abnorm}
@attribute lodging {yes, no}
@attribute stem_cankers {absent, below_soil, above_soil, above_sec_nde}
@attribute canker_lesion {dna, brown, dk_brown_blk, tan}
@attribute fruiting_bodies {absent, present}
@attribute external_decay {absent, firm_and_dry, watery}
@attribute mycelium {absent, present}
@attribute int_discolor {none, brown, black}
@attribute sclerotia {absent, present}
@attribute fruit_pods {norm, diseased, few_present, dna}
@attribute fruit_spots {absent, colored, brown_w_blk_specks, distort, dna}
@attribute seed {norm, abnorm}
@attribute mold_growth {absent, present}
@attribute seed_discolor {absent, present}
@attribute seed_size {norm, lt_norm}
@attribute shriveling {absent, present}
@attribute roots {norm, rotted, galls_cysts}

@attribute Class {diaporthe_stem_canker, charcoal_rot, rhizoctonia_root_rot, phytophthora_rot, brown_stem_rot, powdery_mildew, downy_mildew, brown_spot, bacterial_blight, bacterial_pustule, purple_seed_stain, anthracnose, phyllosticta_leaf_spot, alternarialeaf_spot, frog_eye_leaf_spot, diaporthe_pod_and_stem_blight, cyst_nematode, two_four_d_injury, herbicide_injury}

@data
july,normal,gt_norm,norm,no,same_lst_sev_yrs,whole_field,minor,fungicide,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,purple_seed_stain
september,normal,gt_norm,norm,yes,same_lst_yr,low_areas,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,lt_1_8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple_seed_stain
august,normal,gt_norm,norm,yes,diff_lst_year,scattered,minor,fungicide,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,purple_seed_stain
september,lt_normal,gt_norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,fungicide,p90_100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,absent,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
september,lt_normal,gt_norm,gt_norm,no,same_lst_two_yrs,upper_areas,minor,fungicide,lt_80,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,brown,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,present,norm,present,norm,anthracnose
october,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
june,lt_normal,gt_norm,gt_norm,no,diff_lst_year,scattered,pot_severe,none,p90_100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_soil,brown,absent,firm_and_dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,anthracnose
july,normal,gt_norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,none,p90_100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,present,norm,absent,norm,anthracnose
august,lt_normal,gt_norm,gt_norm,no,same_lst_two_yrs,upper_areas,pot_severe,none,p80_89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,brown,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
october,normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,pot_severe,none,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
may,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,p80_89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_soil,dk_brown_blk,absent,firm_and_dry,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,anthracnose
october,lt_normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,pot_severe,fungicide,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
september,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,other,lt_80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,present,norm,absent,norm,anthracnose
september,lt_normal,gt_norm,gt_norm,no,same_lst_sev_yrs,whole_field,minor,fungicide,lt_80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above_sec_nde,dk_brown_blk,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
april,normal,gt_norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,fungicide,lt_80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_soil,dk_brown_blk,absent,firm_and_dry,absent,none,absent,norm,absent,abnorm,present,absent,lt_norm,absent,norm,anthracnose
october,normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,minor,none,p90_100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,brown,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,abnorm,absent,present,lt_norm,present,norm,anthracnose
september,lt_normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,none,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
september,normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,pot_severe,none,lt_80,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,absent,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
october,lt_normal,gt_norm,gt_norm,no,diff_lst_year,scattered,pot_severe,none,p80_89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,brown,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
september,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,none,p90_100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
october,lt_normal,gt_norm,gt_norm,no,same_lst_sev_yrs,whole_field,minor,other,p80_89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above_sec_nde,dk_brown_blk,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,norm,absent,absent,norm,absent,norm,anthracnose
september,lt_normal,gt_norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,none,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
september,lt_normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,pot_severe,fungicide,p80_89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,absent,absent,none,absent,diseased,brown_w_blk_specks,abnorm,present,absent,lt_norm,present,norm,anthracnose
july,lt_normal,norm,norm,yes,diff_lst_year,upper_areas,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
july,normal,lt_norm,norm,no,diff_lst_year,upper_areas,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
july,lt_normal,norm,norm,yes,diff_lst_year,scattered,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
july,normal,lt_norm,norm,no,same_lst_two_yrs,scattered,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
july,lt_normal,norm,gt_norm,yes,same_lst_sev_yrs,upper_areas,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
june,normal,lt_norm,norm,no,diff_lst_year,whole_field,minor,other,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
may,normal,lt_norm,gt_norm,no,same_lst_sev_yrs,upper_areas,pot_severe,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
june,lt_normal,norm,norm,yes,same_lst_two_yrs,upper_areas,pot_severe,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
june,normal,lt_norm,gt_norm,no,same_lst_sev_yrs,scattered,pot_severe,fungicide,p90_100,abnorm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
june,lt_normal,norm,gt_norm,yes,same_lst_sev_yrs,whole_field,minor,other,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta_leaf_spot
august,lt_normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,normal,norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
july,normal,gt_norm,norm,yes,diff_lst_year,scattered,pot_severe,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,norm,norm,no,same_lst_two_yrs,upper_areas,minor,other,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,pot_severe,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,norm,norm,yes,same_lst_sev_yrs,whole_field,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,low_areas,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,upper_areas,pot_severe,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_two_yrs,whole_field,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,lt_normal,gt_norm,norm,yes,same_lst_sev_yrs,scattered,pot_severe,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,norm,yes,same_lst_yr,low_areas,minor,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_two_yrs,upper_areas,pot_severe,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,norm,yes,diff_lst_year,scattered,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,normal,gt_norm,norm,yes,same_lst_two_yrs,upper_areas,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,norm,yes,same_lst_two_yrs,low_areas,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,upper_areas,minor,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,lt_normal,gt_norm,gt_norm,yes,same_lst_yr,low_areas,minor,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,low_areas,pot_severe,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,pot_severe,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,lt_normal,gt_norm,norm,yes,same_lst_two_yrs,low_areas,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,lt_normal,norm,gt_norm,yes,same_lst_two_yrs,upper_areas,minor,other,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,alternarialeaf_spot
august,lt_normal,gt_norm,norm,yes,same_lst_yr,upper_areas,pot_severe,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,lt_normal,gt_norm,gt_norm,yes,same_lst_two_yrs,low_areas,minor,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,lt_normal,gt_norm,norm,yes,diff_lst_year,whole_field,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,pot_severe,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_two_yrs,whole_field,pot_severe,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
july,normal,gt_norm,norm,yes,diff_lst_year,scattered,pot_severe,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,norm,yes,same_lst_yr,upper_areas,minor,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_yr,low_areas,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
august,normal,gt_norm,gt_norm,yes,same_lst_yr,low_areas,pot_severe,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,norm,yes,same_lst_sev_yrs,whole_field,minor,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,norm,yes,same_lst_two_yrs,low_areas,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,norm,yes,diff_lst_year,whole_field,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,norm,yes,diff_lst_year,whole_field,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,lt_normal,gt_norm,gt_norm,yes,same_lst_two_yrs,low_areas,pot_severe,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
september,normal,gt_norm,norm,yes,same_lst_sev_yrs,scattered,minor,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,gt_norm,norm,yes,same_lst_yr,upper_areas,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf_spot
october,normal,norm,gt_norm,yes,same_lst_sev_yrs,whole_field,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,present,firm_and_dry,absent,none,absent,diseased,brown_w_blk_specks,abnorm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
august,normal,norm,gt_norm,yes,same_lst_yr,low_areas,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,normal,norm,norm,yes,same_lst_two_yrs,low_areas,minor,none,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,brown,absent,firm_and_dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,lt_normal,gt_norm,norm,yes,same_lst_sev_yrs,upper_areas,minor,none,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
october,lt_normal,gt_norm,gt_norm,yes,same_lst_sev_yrs,whole_field,minor,fungicide,lt_80,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
august,normal,norm,norm,yes,same_lst_sev_yrs,whole_field,pot_severe,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
july,normal,gt_norm,norm,yes,same_lst_two_yrs,whole_field,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_two_yrs,upper_areas,minor,none,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,normal,gt_norm,norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,normal,gt_norm,gt_norm,yes,same_lst_two_yrs,whole_field,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
september,normal,gt_norm,norm,yes,diff_lst_year,low_areas,minor,fungicide,p80_89,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
august,normal,gt_norm,norm,yes,same_lst_two_yrs,whole_field,minor,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
august,normal,gt_norm,gt_norm,yes,same_lst_yr,low_areas,pot_severe,fungicide,p90_100,norm,abnorm,no_yellow_halos,w_s_marg,gt_1_8,absent,absent,absent,abnorm,yes,above_sec_nde,dk_brown_blk,absent,firm_and_dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog_eye_leaf_spot
