date	plant_stand	precip	temp	hail	crop_hist	area_damaged	severity	seed_tmt	germination	plant_growth	leaves	leafspots_halo	leafspots_marg	leafspot_size	leaf_shread	leaf_malf	leaf_mild	stem	lodging	stem_cankers	canker_lesion	fruiting_bodies	external_decay	mycelium	int_discolor	sclerotia	fruit_pods	fruit_spots	seed	mold_growth	seed_discolor	seed_size	shriveling	roots	Class
october	normal	norm	norm	no	same_lst_two_yrs	upper_areas	minor	other	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	norm	norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	low_areas	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	upper_areas	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	whole_field	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
august	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	norm	yes	same_lst_yr	low_areas	minor	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	upper_areas	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	norm	yes	diff_lst_year	scattered	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	upper_areas	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	norm	yes	same_lst_two_yrs	low_areas	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	upper_areas	minor	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	lt_normal	gt_norm	gt_norm	yes	same_lst_yr	low_areas	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	low_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
august	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	low_areas	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	lt_normal	norm	gt_norm	yes	same_lst_two_yrs	upper_areas	minor	other	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	abnorm	absent	present	norm	absent	norm	alternarialeaf_spot
august	lt_normal	gt_norm	norm	yes	same_lst_yr	upper_areas	pot_severe	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
august	normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	whole_field	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
july	normal	gt_norm	norm	yes	diff_lst_year	scattered	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_yr	low_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	norm	yes	same_lst_two_yrs	low_areas	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	normal	gt_norm	norm	yes	diff_lst_year	whole_field	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	norm	yes	diff_lst_year	whole_field	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
september	lt_normal	gt_norm	gt_norm	yes	same_lst_two_yrs	low_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	gt_norm	norm	yes	same_lst_yr	upper_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	present	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	alternarialeaf_spot
october	normal	norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	present	firm_and_dry	absent	none	absent	diseased	brown_w_blk_specks	abnorm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	norm	gt_norm	yes	same_lst_yr	low_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	norm	norm	yes	same_lst_two_yrs	low_areas	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	upper_areas	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
october	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	norm	norm	yes	same_lst_sev_yrs	whole_field	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
july	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	upper_areas	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	same_lst_yr	low_areas	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	diff_lst_year	low_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	minor	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	gt_norm	yes	same_lst_yr	low_areas	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	low_areas	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
july	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	upper_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_yr	low_areas	minor	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	gt_norm	yes	same_lst_yr	upper_areas	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	low_areas	minor	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
july	normal	gt_norm	norm	yes	same_lst_yr	upper_areas	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	same_lst_sev_yrs	upper_areas	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
july	lt_normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
october	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	low_areas	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	norm	yes	same_lst_yr	upper_areas	pot_severe	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	gt_norm	yes	same_lst_yr	scattered	pot_severe	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
october	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	scattered	minor	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	lt_normal	gt_norm	gt_norm	yes	same_lst_sev_yrs	whole_field	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	fungicide	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	brown	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	lt_normal	norm	gt_norm	yes	same_lst_yr	low_areas	minor	other	lt_80	abnorm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	norm	yes	same_lst_two_yrs	scattered	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	lt_normal	gt_norm	norm	yes	same_lst_yr	upper_areas	pot_severe	none	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	norm	yes	absent	dna	absent	absent	absent	none	absent	norm	absent	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
august	normal	gt_norm	gt_norm	yes	same_lst_yr	whole_field	pot_severe	fungicide	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	norm	yes	same_lst_yr	upper_areas	minor	none	p90_100	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	gt_norm	yes	same_lst_two_yrs	scattered	minor	none	p80_89	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	lt_normal	gt_norm	norm	yes	same_lst_two_yrs	whole_field	minor	fungicide	lt_80	norm	abnorm	no_yellow_halos	w_s_marg	gt_1_8	absent	absent	absent	abnorm	yes	above_sec_nde	dk_brown_blk	absent	firm_and_dry	absent	none	absent	diseased	colored	norm	absent	absent	norm	absent	norm	frog_eye_leaf_spot
september	normal	gt_norm	gt_norm	?	same_lst_sev_yrs	whole_field	?	?	p90_100	norm	norm	?	?	?	?	?	?	abnorm	?	absent	dna	present	absent	absent	none	absent	diseased	brown_w_blk_specks	norm	present	present	lt_norm	present	?	diaporthe_pod_and_stem_blight
october	normal	gt_norm	gt_norm	?	same_lst_two_yrs	whole_field	?	?	p80_89	norm	norm	?	?	?	?	?	?	abnorm	?	absent	dna	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	lt_norm	present	?	diaporthe_pod_and_stem_blight
may	lt_normal	norm	gt_norm	?	same_lst_sev_yrs	scattered	?	?	lt_80	norm	norm	?	?	?	?	?	?	abnorm	?	absent	dna	present	absent	absent	none	absent	diseased	brown_w_blk_specks	norm	present	present	lt_norm	present	?	diaporthe_pod_and_stem_blight
september	?	gt_norm	gt_norm	?	same_lst_two_yrs	whole_field	?	?	?	norm	norm	?	?	?	?	?	?	abnorm	?	absent	dna	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	lt_norm	present	?	diaporthe_pod_and_stem_blight
september	normal	gt_norm	gt_norm	?	same_lst_two_yrs	whole_field	?	?	p90_100	norm	norm	?	?	?	?	?	?	abnorm	?	absent	dna	present	absent	absent	none	absent	diseased	brown_w_blk_specks	abnorm	present	present	lt_norm	present	?	diaporthe_pod_and_stem_blight
june	?	?	?	?	same_lst_two_yrs	low_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
july	?	?	?	?	same_lst_sev_yrs	upper_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
august	?	?	?	?	same_lst_sev_yrs	upper_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
july	?	?	?	?	same_lst_two_yrs	low_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
july	?	?	?	?	same_lst_two_yrs	low_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
august	?	?	?	?	same_lst_two_yrs	low_areas	?	?	?	abnorm	abnorm	?	?	?	?	?	?	norm	?	?	?	?	?	?	?	?	few_present	?	abnorm	absent	?	lt_norm	?	galls_cysts	cyst_nematode
?	?	?	?	?	?	?	?	?	?	?	abnorm	absent	dna	dna	?	present	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	two_four_d_injury
may	lt_normal	?	lt_norm	?	same_lst_yr	scattered	?	?	?	abnorm	abnorm	no_yellow_halos	no_w_s_marg	gt_1_8	absent	present	?	abnorm	?	?	?	?	?	?	?	?	dna	?	?	?	?	?	?	rotted	herbicide_injury
april	lt_normal	?	lt_norm	?	diff_lst_year	whole_field	?	?	?	abnorm	abnorm	absent	dna	dna	absent	present	?	abnorm	?	?	?	?	?	?	?	?	dna	?	?	?	?	?	?	rotted	herbicide_injury
may	lt_normal	?	lt_norm	?	diff_lst_year	scattered	?	?	?	abnorm	abnorm	absent	dna	dna	absent	present	?	abnorm	?	?	?	?	?	?	?	?	dna	?	?	?	?	?	?	rotted	herbicide_injury
may	lt_normal	?	lt_norm	?	same_lst_yr	whole_field	?	?	?	abnorm	abnorm	no_yellow_halos	no_w_s_marg	gt_1_8	absent	present	?	abnorm	?	?	?	?	?	?	?	?	dna	?	?	?	?	?	?	rotted	herbicide_injury
october	normal	gt_norm	norm	yes	same_lst_yr	scattered	pot_severe	none	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
july	normal	gt_norm	norm	yes	same_lst_two_yrs	scattered	severe	fungicide	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
august	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	severe	none	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
july	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	none	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
september	normal	gt_norm	norm	yes	same_lst_two_yrs	scattered	pot_severe	fungicide	p90_100	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
september	normal	gt_norm	norm	yes	same_lst_sev_yrs	low_areas	pot_severe	fungicide	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	no	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
july	normal	gt_norm	norm	yes	same_lst_two_yrs	low_areas	pot_severe	none	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	no	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
august	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	fungicide	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	no	above_sec_nde	dna	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
october	normal	gt_norm	norm	yes	same_lst_sev_yrs	scattered	pot_severe	fungicide	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	no	above_sec_nde	brown	present	firm_and_dry	absent	none	absent	norm	dna	norm	absent	absent	norm	absent	norm	diaporthe_stem_canker
august	normal	lt_norm	norm	yes	same_lst_two_yrs	whole_field	pot_severe	fungicide	p80_89	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	black	present	norm	dna	norm	absent	absent	norm	absent	norm	charcoal_rot
september	normal	lt_norm	gt_norm	yes	same_lst_sev_yrs	upper_areas	pot_severe	none	lt_80	abnorm	abnorm	absent	dna	dna	absent	absent	absent	abnorm	yes	absent	tan	absent	absent	absent	black	present	norm	dna	norm	absent	absent	norm	absent	norm	charcoal_rot
